7,1,7,7,1,8,0,0,7,at_coder/arc010/A/4564718.java,at_coder/arc010/A,40894
2,3,6,6,1,6,0,0,7,at_coder/arc010/A/4581903.java,at_coder/arc010/A,40906
3,0,0,0,0,4,0,0,1,at_coder/arc010/A/4681805.java,at_coder/arc010/A,40897
3,3,7,7,1,6,0,0,7,at_coder/arc010/A/4820324.java,at_coder/arc010/A,40881
7,0,1,1,0,7,0,0,0,at_coder/arc010/A/4473957.java,at_coder/arc010/A,40905
7,1,6,6,1,5,0,0,7,at_coder/arc010/A/4655503.java,at_coder/arc010/A,40909
4,0,0,0,0,1,0,0,1,at_coder/arc010/A/4472547.java,at_coder/arc010/A,40893
2,0,9,9,1,4,0,0,7,at_coder/arc010/A/4907466.java,at_coder/arc010/A,40876
3,0,0,0,0,3,0,0,0,at_coder/arc010/A/4485241.java,at_coder/arc010/A,40879
4,0,0,0,0,4,0,0,0,at_coder/arc010/A/4659762.java,at_coder/arc010/A,40889
8,1,10,10,2,9,0,0,9,at_coder/arc010/A/4916018.java,at_coder/arc010/A,40907
3,3,10,10,2,7,0,0,9,at_coder/arc010/A/4723748.java,at_coder/arc010/A,40878
5,0,9,9,1,5,0,0,8,at_coder/arc010/A/4485082.java,at_coder/arc010/A,40898
3,4,12,12,1,8,0,0,9,at_coder/arc010/A/4904321.java,at_coder/arc010/A,40904
4,0,0,0,0,4,0,0,0,at_coder/arc010/A/4654798.java,at_coder/arc010/A,40899
3,0,0,0,0,3,0,0,0,at_coder/arc010/A/4626746.java,at_coder/arc010/A,40910
3,0,0,0,0,3,0,0,0,at_coder/arc010/A/4733333.java,at_coder/arc010/A,40887
6,0,8,8,1,7,0,0,7,at_coder/arc010/A/4825329.java,at_coder/arc010/A,40883
5,0,4,4,0,5,0,0,4,at_coder/arc010/A/4633683.java,at_coder/arc010/A,40902
2,3,7,7,1,6,0,0,7,at_coder/arc010/A/4642797.java,at_coder/arc010/A,40880
14,4,21,21,3,31,0,0,12,at_coder/arc010/C/2064277.java,at_coder/arc010/C,40948
25,0,32,32,8,34,0,0,18,at_coder/arc010/C/3590012.java,at_coder/arc010/C,40945
20,0,1,1,0,7,0,0,0,at_coder/arc010/B/1632435.java,at_coder/arc010/B,40934
17,0,0,0,0,3,0,0,0,at_coder/arc010/B/3041449.java,at_coder/arc010/B,40915
10,1,18,18,4,11,0,0,15,at_coder/arc010/B/3963337.java,at_coder/arc010/B,40933
9,3,16,16,2,14,0,0,14,at_coder/arc010/B/3222952.java,at_coder/arc010/B,40937
24,0,1,1,0,10,0,0,0,at_coder/arc010/B/3720731.java,at_coder/arc010/B,40929
11,1,14,14,3,14,0,0,16,at_coder/arc010/B/3560453.java,at_coder/arc010/B,40940
11,0,17,17,2,13,0,0,11,at_coder/arc010/B/1774582.java,at_coder/arc010/B,40920
10,1,13,13,3,11,0,0,9,at_coder/arc010/B/2340716.java,at_coder/arc010/B,40923
26,1,27,27,5,14,0,0,14,at_coder/arc010/B/2064118.java,at_coder/arc010/B,40926
26,0,0,0,0,13,0,0,0,at_coder/arc010/B/4653415.java,at_coder/arc010/B,40921
10,0,15,15,3,10,0,0,11,at_coder/arc010/B/2340111.java,at_coder/arc010/B,40938
17,0,0,0,0,3,0,0,0,at_coder/arc010/B/2753958.java,at_coder/arc010/B,40916
8,0,7,7,2,11,0,0,7,at_coder/arc010/B/4930063.java,at_coder/arc010/B,40931
11,1,7,7,3,14,0,0,8,at_coder/arc010/B/3911108.java,at_coder/arc010/B,40942
8,2,11,11,2,14,0,0,10,at_coder/arc010/B/3812174.java,at_coder/arc010/B,40943
25,1,2,2,0,12,0,0,1,at_coder/arc010/B/4413230.java,at_coder/arc010/B,40944
22,2,3,3,0,12,0,0,1,at_coder/arc010/B/2595234.java,at_coder/arc010/B,40941
14,1,7,7,2,12,0,0,6,at_coder/arc010/B/3305445.java,at_coder/arc010/B,40936
26,0,17,17,4,14,0,0,10,at_coder/arc010/B/4825515.java,at_coder/arc010/B,40922
22,0,11,11,2,15,0,0,12,at_coder/arc010/B/1758978.java,at_coder/arc010/B,40918
4,1,6,6,1,6,0,0,6,at_coder/arc017/A/4415112.java,at_coder/arc017/A,42308
2,1,5,5,1,4,0,0,5,at_coder/arc017/A/4555726.java,at_coder/arc017/A,42292
3,1,6,6,1,4,0,0,7,at_coder/arc017/A/4334405.java,at_coder/arc017/A,42297
2,1,9,9,1,4,0,0,9,at_coder/arc017/A/4465533.java,at_coder/arc017/A,42299
1,0,6,6,1,2,0,0,7,at_coder/arc017/A/4825521.java,at_coder/arc017/A,42286
1,0,1,1,0,2,0,0,1,at_coder/arc017/A/4886881.java,at_coder/arc017/A,42319
2,1,5,5,1,4,0,0,6,at_coder/arc017/A/4467152.java,at_coder/arc017/A,42285
3,1,6,6,1,6,0,0,5,at_coder/arc017/A/4662555.java,at_coder/arc017/A,42306
1,0,0,0,0,1,0,0,0,at_coder/arc017/A/4884140.java,at_coder/arc017/A,42312
4,0,6,6,1,5,0,0,5,at_coder/arc017/A/4472854.java,at_coder/arc017/A,42307
2,0,4,4,1,2,0,0,5,at_coder/arc017/A/4639678.java,at_coder/arc017/A,42320
1,1,5,5,1,4,0,0,7,at_coder/arc017/A/4910213.java,at_coder/arc017/A,42293
1,1,5,5,1,4,0,0,7,at_coder/arc017/A/4840283.java,at_coder/arc017/A,42284
1,1,5,5,1,3,0,0,5,at_coder/arc017/A/4476067.java,at_coder/arc017/A,42290
2,1,4,4,1,5,0,0,5,at_coder/arc017/A/4561271.java,at_coder/arc017/A,42303
4,1,13,13,3,6,0,0,12,at_coder/arc017/A/4548520.java,at_coder/arc017/A,42309
0,1,2,2,0,3,0,0,2,at_coder/arc017/A/4309298.java,at_coder/arc017/A,42301
6,1,8,8,2,10,0,0,7,at_coder/arc017/A/4655062.java,at_coder/arc017/A,42298
4,0,0,0,0,4,0,0,0,at_coder/arc017/A/4338208.java,at_coder/arc017/A,42316
2,1,5,5,1,3,0,0,5,at_coder/arc017/A/4803667.java,at_coder/arc017/A,42317
24,1,28,28,8,46,0,0,18,at_coder/arc017/C/2982279.java,at_coder/arc017/C,42357
0,0,0,0,0,4,0,0,2,at_coder/arc017/C/4123002.java,at_coder/arc017/C,42371
13,0,17,17,5,14,0,0,13,at_coder/arc017/C/2010433.java,at_coder/arc017/C,42369
8,0,6,6,1,7,0,0,3,at_coder/arc017/C/3262444.java,at_coder/arc017/C,42355
20,2,25,25,10,62,0,0,22,at_coder/arc017/C/1381026.java,at_coder/arc017/C,42368
11,0,20,20,4,13,0,0,8,at_coder/arc017/C/2282727.java,at_coder/arc017/C,42372
11,0,17,17,4,24,0,0,7,at_coder/arc017/C/2282773.java,at_coder/arc017/C,42370
12,2,24,24,4,38,0,0,15,at_coder/arc017/C/3883182.java,at_coder/arc017/C,42377
62,0,11,11,2,24,0,0,6,at_coder/arc017/C/1810735.java,at_coder/arc017/C,42361
10,0,8,8,3,43,0,0,9,at_coder/arc017/C/3380678.java,at_coder/arc017/C,42359
15,0,21,21,4,37,0,0,13,at_coder/arc017/C/4132806.java,at_coder/arc017/C,42363
21,2,56,56,10,30,0,0,29,at_coder/arc017/C/4791102.java,at_coder/arc017/C,42376
5,2,5,5,1,7,0,0,5,at_coder/arc017/B/4659320.java,at_coder/arc017/B,42350
7,0,13,13,2,8,0,0,9,at_coder/arc017/B/3812678.java,at_coder/arc017/B,42337
8,0,12,12,2,8,0,0,11,at_coder/arc017/B/3870228.java,at_coder/arc017/B,42342
8,0,12,12,2,8,0,0,11,at_coder/arc017/B/3870214.java,at_coder/arc017/B,42333
6,0,0,0,0,6,0,0,0,at_coder/arc017/B/4883411.java,at_coder/arc017/B,42329
5,0,6,6,1,6,0,0,6,at_coder/arc017/B/3728619.java,at_coder/arc017/B,42343
4,3,10,10,2,9,0,0,8,at_coder/arc017/B/4126973.java,at_coder/arc017/B,42353
8,0,1,1,0,8,0,0,0,at_coder/arc017/B/3883204.java,at_coder/arc017/B,42336
8,0,0,0,0,8,0,0,0,at_coder/arc017/B/3922501.java,at_coder/arc017/B,42327
4,3,10,10,2,9,0,0,8,at_coder/arc017/B/4072556.java,at_coder/arc017/B,42324
6,0,16,16,2,7,0,0,13,at_coder/arc017/B/3640158.java,at_coder/arc017/B,42323
10,0,15,15,3,10,0,0,9,at_coder/arc017/B/4361800.java,at_coder/arc017/B,42347
7,0,0,0,0,7,0,0,0,at_coder/arc017/B/3811277.java,at_coder/arc017/B,42328
6,0,10,10,1,7,0,0,7,at_coder/arc017/B/3642089.java,at_coder/arc017/B,42339
6,0,7,7,2,7,0,0,7,at_coder/arc017/B/4044086.java,at_coder/arc017/B,42331
9,0,14,14,2,9,0,0,9,at_coder/arc017/B/4552075.java,at_coder/arc017/B,42326
0,0,3,3,0,1,0,0,0,at_coder/arc017/B/4135726.java,at_coder/arc017/B,42341
7,0,0,0,0,7,0,0,0,at_coder/arc017/B/4043955.java,at_coder/arc017/B,42335
10,1,13,13,2,11,0,0,9,at_coder/arc017/B/4552023.java,at_coder/arc017/B,42349
8,0,0,0,0,10,0,0,0,at_coder/arc017/B/3812211.java,at_coder/arc017/B,42351
3,0,0,0,0,3,0,0,0,at_coder/arc028/A/4542714.java,at_coder/arc028/A,67413
1,0,2,2,0,1,0,0,1,at_coder/arc028/A/4473259.java,at_coder/arc028/A,67383
2,0,0,0,0,2,0,0,0,at_coder/arc028/A/4191951.java,at_coder/arc028/A,67400
1,4,3,3,0,5,0,0,5,at_coder/arc028/A/4573079.java,at_coder/arc028/A,67409
1,3,6,6,0,5,0,0,3,at_coder/arc028/A/4666170.java,at_coder/arc028/A,67405
0,0,0,0,0,1,0,0,0,at_coder/arc028/A/4252168.java,at_coder/arc028/A,67396
1,0,1,1,0,2,0,0,1,at_coder/arc028/A/4803643.java,at_coder/arc028/A,67404
2,0,9,9,1,2,0,0,8,at_coder/arc028/A/4895177.java,at_coder/arc028/A,67414
0,4,6,6,0,4,0,0,4,at_coder/arc028/A/4566633.java,at_coder/arc028/A,67407
1,3,4,4,1,4,0,0,4,at_coder/arc028/A/4426508.java,at_coder/arc028/A,67390
1,4,3,3,0,5,0,0,5,at_coder/arc028/A/4135097.java,at_coder/arc028/A,67402
3,1,5,5,1,4,0,0,8,at_coder/arc028/A/4905101.java,at_coder/arc028/A,67392
3,0,8,8,1,4,0,0,9,at_coder/arc028/A/4640482.java,at_coder/arc028/A,67403
2,0,8,8,0,3,0,0,5,at_coder/arc028/A/4828824.java,at_coder/arc028/A,67389
4,1,5,5,0,5,0,0,5,at_coder/arc028/A/4835555.java,at_coder/arc028/A,67399
1,0,6,6,1,1,0,0,5,at_coder/arc028/A/4395221.java,at_coder/arc028/A,67386
3,0,4,4,1,4,0,0,4,at_coder/arc028/A/4180513.java,at_coder/arc028/A,67406
0,3,5,5,0,3,0,0,3,at_coder/arc028/A/4169593.java,at_coder/arc028/A,67412
5,0,1,1,0,5,0,0,0,at_coder/arc028/A/4356671.java,at_coder/arc028/A,67394
30,0,4,4,0,34,0,0,0,at_coder/arc028/C/1292116.java,at_coder/arc028/C,67452
7,3,22,22,4,12,0,0,14,at_coder/arc028/C/4708130.java,at_coder/arc028/C,67453
7,1,11,11,2,9,0,0,6,at_coder/arc028/C/3593644.java,at_coder/arc028/C,67456
5,0,0,0,0,4,0,0,1,at_coder/arc028/B/3086955.java,at_coder/arc028/B,67424
7,1,7,7,2,9,0,0,9,at_coder/arc028/B/2784551.java,at_coder/arc028/B,67434
3,0,0,0,0,5,0,0,1,at_coder/arc028/B/3594511.java,at_coder/arc028/B,67444
0,0,0,0,0,1,0,0,1,at_coder/arc028/B/2716119.java,at_coder/arc028/B,67437
2,2,3,3,1,5,0,0,3,at_coder/arc028/B/2704139.java,at_coder/arc028/B,67422
1,0,0,0,0,2,0,0,1,at_coder/arc028/B/3579022.java,at_coder/arc028/B,67448
4,0,2,2,1,7,0,0,3,at_coder/arc028/B/4478345.java,at_coder/arc028/B,67428
2,2,3,3,1,5,0,0,3,at_coder/arc028/B/2890748.java,at_coder/arc028/B,67425
10,0,10,10,3,9,0,0,7,at_coder/arc028/B/2386170.java,at_coder/arc028/B,67427
12,0,6,6,1,14,0,0,4,at_coder/arc028/B/4402631.java,at_coder/arc028/B,67445
7,2,10,10,2,9,0,0,5,at_coder/arc028/B/3909732.java,at_coder/arc028/B,67421
2,2,3,3,1,5,0,0,3,at_coder/arc028/B/2795066.java,at_coder/arc028/B,67447
8,1,15,15,4,9,0,0,13,at_coder/arc028/B/3317662.java,at_coder/arc028/B,67438
2,2,3,3,1,5,0,0,3,at_coder/arc028/B/4191816.java,at_coder/arc028/B,67429
3,0,1,1,0,11,0,0,0,at_coder/arc028/B/4132575.java,at_coder/arc028/B,67439
5,2,5,5,2,8,0,0,5,at_coder/arc028/B/2119830.java,at_coder/arc028/B,67431
7,0,6,6,2,12,0,0,9,at_coder/arc028/B/1986867.java,at_coder/arc028/B,67432
5,0,0,0,0,4,0,0,1,at_coder/arc028/B/2744094.java,at_coder/arc028/B,67433
3,0,0,0,0,1,0,0,1,at_coder/arc028/B/2403730.java,at_coder/arc028/B,67441
10,0,19,19,6,12,0,0,19,at_coder/arc021/A/4338344.java,at_coder/arc021/A,43439
2,0,2,2,0,2,0,0,2,at_coder/arc021/A/4664130.java,at_coder/arc021/A,43458
5,1,12,12,4,10,0,0,13,at_coder/arc021/A/4907969.java,at_coder/arc021/A,43468
5,0,17,17,3,7,0,0,15,at_coder/arc021/A/4472961.java,at_coder/arc021/A,43466
3,0,0,0,0,3,0,0,0,at_coder/arc021/A/4656806.java,at_coder/arc021/A,43447
1,1,1,1,1,3,0,0,3,at_coder/arc021/A/4351955.java,at_coder/arc021/A,43452
7,1,17,17,3,8,0,0,14,at_coder/arc021/A/4728106.java,at_coder/arc021/A,43461
2,0,2,2,0,2,0,0,0,at_coder/arc021/A/4394230.java,at_coder/arc021/A,43454
8,0,0,0,0,8,0,0,0,at_coder/arc021/A/4244303.java,at_coder/arc021/A,43444
27,0,2,2,0,10,0,0,0,at_coder/arc021/A/4143104.java,at_coder/arc021/A,43440
5,0,0,0,0,5,0,0,0,at_coder/arc021/A/4249025.java,at_coder/arc021/A,43465
12,0,14,14,3,7,0,1,12,at_coder/arc021/A/4803837.java,at_coder/arc021/A,43464
2,0,0,0,0,4,0,0,0,at_coder/arc021/A/4489445.java,at_coder/arc021/A,43451
7,2,10,10,0,9,0,0,10,at_coder/arc021/A/4426671.java,at_coder/arc021/A,43437
3,0,0,0,0,3,0,0,0,at_coder/arc021/A/4182627.java,at_coder/arc021/A,43456
21,5,45,45,5,31,0,0,19,at_coder/arc021/C/4628150.java,at_coder/arc021/C,43513
15,0,40,40,4,18,0,0,18,at_coder/arc021/C/4507113.java,at_coder/arc021/C,43504
33,4,25,25,2,33,0,0,5,at_coder/arc021/C/1291650.java,at_coder/arc021/C,43507
10,0,8,8,1,8,0,0,5,at_coder/arc021/C/3382139.java,at_coder/arc021/C,43501
17,0,9,9,0,17,0,0,2,at_coder/arc021/C/1613509.java,at_coder/arc021/C,43502
16,0,9,9,0,19,0,0,0,at_coder/arc021/C/2068028.java,at_coder/arc021/C,43510
