,id,dist,task
0,38112,17.44976219783314,1
1,38113,17.44973988090272,1
2,38114,17.449478157301783,1
3,38118,17.44917328098825,1
4,38119,17.44980658233583,1
5,38122,17.44979986013131,1
6,38123,17.449821374078052,1
7,38125,17.44968971845351,1
8,38126,17.44992280779647,1
9,38133,17.451532487642243,1
10,38134,17.451458099305544,1
11,38136,17.45141309990175,1
12,38137,17.45129191892048,1
13,38138,17.45131294110886,1
14,38140,17.45125638135054,1
15,38143,17.451335121141714,1
16,38144,17.451481076800697,1
17,38146,17.451452637910545,1
18,38147,17.451359797187358,1
19,38148,17.451185265251105,1
20,38155,17.451222957017293,3
21,38157,17.451107676224275,3
22,38158,17.451109250112925,3
23,38160,17.45134160696869,3
24,38164,17.451238634417212,3
25,38166,17.441247880203786,3
26,38170,17.440954501183313,3
27,38172,17.442265532754487,3
28,38175,17.44319380912051,3
29,38178,17.443129692958593,3
30,38181,17.442980437541333,3
31,38185,17.44382896282561,4
32,38187,17.443960963072858,4
33,38188,17.44453380944385,4
34,38191,17.44538097365613,4
35,38192,17.446125433016743,4
36,38193,17.44763377691257,4
37,38197,17.448587689304357,4
38,38200,17.449427542810856,4
39,38203,17.45029069417582,4
40,38207,17.45065239620271,4
41,38208,17.45290598380011,4
42,38211,17.4539820448567,4
43,38212,17.45434148205943,4
44,38215,17.45574771878146,4
45,38216,17.457020965637543,4
46,38217,17.458043006018887,4
47,38219,17.45985444460154,4
48,38220,17.46068268582778,4
49,38221,17.461445246238426,4
50,38222,17.463029310138477,4
51,38224,17.462937881206717,5
52,38227,17.462792143965864,5
53,38229,17.462691928884738,5
54,38231,17.46264432699577,5
55,38232,17.462521701677968,5
56,38233,17.46245971439932,5
57,38234,17.462377359705275,5
58,38237,17.462295012094152,5
59,38241,17.461855055002353,5
60,38243,17.461777001210574,5
61,38246,17.461705900892703,5
62,38247,17.461606633960294,5
63,38249,17.461569396850198,5
64,38254,17.46146300324027,5
65,38256,17.461331401662203,5
66,38259,17.46119449655341,5
67,38260,17.461112209601787,5
68,38261,17.461018424289012,5
69,38262,17.460987594708403,5
70,38263,17.460922334621234,5
71,38270,17.460674042618155,6
72,38271,17.46048858417094,6
73,38272,17.46036745546586,6
74,38276,17.46024679536316,6
75,38277,17.460397964895265,6
76,38280,17.460460027202927,6
77,38283,17.46033781670316,6
78,38284,17.46025578059622,6
79,38285,17.460206154100057,6
80,38287,17.460116492656713,6
81,38289,17.460001565952208,6
82,38290,17.45993796293524,6
83,38293,17.459934904713585,6
84,38294,17.45978761277056,6
85,38296,17.459712858685464,6
86,38297,17.459593058712645,6
87,38298,17.459512118533524,6
88,38301,17.45947016945131,6
89,38302,17.45938792005242,6
90,38303,17.459314013093913,6
91,38305,17.45926009362356,7
92,38306,17.45918087250971,7
93,38307,17.458897945745328,7
94,38310,17.45879979922457,7
95,38312,17.458745820443458,7
96,38315,17.45865996977442,7
97,38318,17.458602387480536,7
98,38319,17.458588239310465,7
99,38320,17.458538226851513,7
100,38322,17.45844570285501,7
101,38323,17.458392176586727,7
102,38325,17.45829961326938,7
103,38328,17.458189322978257,7
104,38332,17.457955456421082,7
105,38333,17.457871432031997,7
