38111,1
38115,1
38116,1
38117,1
38120,1
38121,1
38124,1
38127,1
38128,1
38129,1
38130,1
38132,1
38135,1
38141,1
38142,1
38145,1
38149,1
38150,1
38151,2
38152,2
38153,3
38154,3
38156,3
38159,3
38161,3
38162,3
38163,3
38165,3
38167,3
38168,3
38169,3
38171,3
38173,3
38174,3
38176,3
38177,3
38179,3
38180,3
38182,3
38183,3
38184,4
38186,4
38189,4
38190,4
38194,4
38195,4
38196,4
38198,4
38199,4
38201,4
38202,4
38204,4
38205,4
38206,4
38209,4
38210,4
38213,4
38214,4
38218,4
38223,4
38225,5
38226,5
38228,5
38230,5
38235,5
38236,5
38238,5
38239,5
38240,5
38242,5
38244,5
38245,5
38248,5
38250,5
38251,5
38252,5
38253,5
38255,5
38257,5
38258,5
38264,6
38265,6
38266,6
38267,6
38268,6
38269,6
38273,6
38274,6
38275,6
38278,6
38279,6
38281,6
38282,6
38286,6
38288,6
38291,6
38292,6
38295,6
38300,6
38304,7
38308,7
38309,7
38311,7
38313,7
38314,7
38316,7
38317,7
38321,7
38324,7
38326,7
38327,7
38329,7
38330,7
38331,7
38335,7
38336,7
38339,7
38340,7
38343,7
38344,8
38346,8
38348,8
38351,8
38352,8
38353,8
38354,8
38355,8
38357,8
38358,8
38359,8
38360,8
38363,8
38365,8
38366,8
38368,8
38371,8
38372,8
38373,8
38374,8
38376,9
38378,9
38379,9
38380,9
38381,9
38383,9
38386,9
38387,9
38388,9
38391,9
38392,9
38397,9
38401,9
38405,9
38408,9
38410,9
38411,9
38413,9
38414,9
38415,9
38416,10
38417,10
38421,10
38422,10
38423,10
38425,10
38428,10
38432,10
38433,10
38434,10
38437,10
38438,10
38439,10
38440,10
38448,10
38449,10
38450,10
38451,10
38453,10
38455,11
38456,11
38459,11
38461,11
38463,11
38467,11
38470,11
38472,11
38474,11
38476,11
38477,11
38478,11
38480,11
38481,11
38482,11
38484,11
38485,11
38487,11
38491,11
38496,12
38497,12
38498,12
38501,12
38502,12
38504,12
38507,12
38509,12
38512,12
38514,12
38515,12
38517,12
38520,12
38522,12
38524,12
38527,12
38529,12
38532,12
38533,12
38535,13
38536,13
38538,13
38540,13
38541,13
38544,13
38548,13
38552,13
38555,13
38556,13
38560,13
38562,13
38563,13
38565,13
38566,13
38567,13
38568,13
38571,13
38574,13
38576,14
38580,14
38581,14
38583,14
38584,14
38586,14
38587,14
38592,14
38594,14
38596,14
38598,14
38600,14
38601,14
38602,14
38603,14
38605,14
38607,14
38610,14
